0.35,0.45
0.21,-0.48
0.45,0.49
0.00075,0.012
0.38,0.23
-0.34,-0.036
-0.26,-0.32
0.17,-0.063
0.089,0.073
0.39,0.098
-0.019,0.25
0.29,0.038
0.44,0.43
-0.33,-0.23
-0.25,-0.22
